2	white	0	the chair
2	white	0	a big ol' fruit
2	white	0	a robot face
2	white	0	shaved bears
2	white	0	a weak spot
2	white	0	a flimsy pterodactyl
2	white	0	Hitler's paintings
2	white	0	butt sounds
2	white	0	urine sprikles
2	white	0	solving a problem
2	white	0	seed
2	white	0	smashing skulls
2	white	0	porkin'
2	white	0	friends without benefits
2	white	0	licking
2	white	0	a sarcastic horse
2	white	0	I don't know what, but BILLIONS of them
2	white	0	crashing out of a window
2	white	0	an exploding car
2	white	0	witnesses
2	white	0	a dry enema
2	white	0	demons
2	white	0	a refreshing douche of Sprite
2	white	0	a pinch
2	white	0	no spider
2	white	0	a skull on a spike
2	white	0	a fuzzy hat
2	white	0	a wild animal
2	white	0	zombie fucking
2	white	0	a tiny Jamaican
2	white	0	a Serbian delicacy
2	white	0	more blood
2	white	0	all this shit
2	white	0	some seriously fucked shit
2	white	0	goat porn
2	white	0	just a bit of cocaine
2	white	0	an elevator
2	white	0	B.J. Pussylips
2	white	0	nudity
2	white	0	bodily fluids
2	white	0	self-inflicted wounds
2	white	0	#1 Dad
2	white	0	piles of limbs
2	white	0	shaking
2	white	0	rolling
2	white	0	flailing
2	white	0	a smooth vagina
2	white	0	a rough testicle
2	white	0	suggestive art from history
2	white	0	landlubbers
2	white	0	drugs
2	white	0	the most beautiful face ever
2	white	0	squandering
2	white	0	a rip
2	white	0	sliced vegetables
2	white	0	a medley
2	white	0	butter sauce
2	white	0	Fancy Santas
2	white	0	an old hornet
2	white	0	frozen people
2	white	0	a beefy meal
2	white	0	dark magic
2	white	0	a strap-on
2	white	0	a bird's hat
2	white	0	a crudely-drawn dick
2	white	0	a wet tongue
2	white	0	a certain je ne sais quoi
2	white	0	dryness problems
2	white	0	shimmying up the pole
2	white	0	a giant cyborg
2	white	0	a tickle
2	white	0	Orange Julius
2	white	0	wriggly little worms
2	white	0	Ein Berliner
2	white	0	crush beast
2	white	0	beets. Mashed beets
2	white	0	great tits
2	white	0	mediocre tits
2	white	0	the girl next door
2	white	0	marginal gains
2	white	0	subduing your cell-mate and making him your wife
2	white	0	lifeless husks
2	white	0	a mind-erasing kit
2	white	0	the body
2	white	0	oozing holes
2	white	0	a wall
2	white	0	infectious laughter
2	white	0	slaughter
2	white	0	the nectar of the gods
2	white	0	simple pleasures
2	white	0	hog dander
2	white	0	the mighty moon-worm
2	white	0	everything you've always wanted
2	white	0	nothing at all
2	white	0	a big surprise
2	white	0	gettin' all up close
2	white	0	rude kids
2	white	0	Rudeboy
2	white	0	smooth boys
2	white	0	smooth bastard
2	white	0	an orbital laser satellite
2	white	0	Moon Base Alpha
2	white	0	space Nazis
2	white	0	ocean Nazis
2	white	0	juggling responsibilities
2	white	0	the taste of Rohypnol
2	white	0	morningwood
2	white	0	a gurgling anus
2	white	0	servile wretches
2	white	0	a ripcord
2	white	0	a feminine penis
2	white	0	phantom limb syndrome
2	white	0	hyperactive legs
2	white	0	rocket jumping
2	white	0	horror movie gore
2	white	0	adult language
2	white	0	stubby fingers
2	white	0	something just about right
2	white	0	being in the way
2	white	0	transvestite cosplay
2	white	0	fat guys dressing up as Sailor Moon
2	white	0	being the small spoon
2	white	0	spooning distance
2	white	0	The Super Buttsex Arena
2	white	0	poopmouth
2	white	0	poopfist
2	white	0	snow monsters
2	white	0	a new reality show
2	white	0	being a bad little boy
2	white	0	pantaloons
2	white	0	crossing a moral boundary
2	white	0	a moral boundary
2	white	0	a quandary
2	white	0	knowing what to do
2	white	0	the first chimp in space
2	white	0	my first wife
2	white	0	the scary door
2	white	0	juking left at the last second
2	white	0	somersaults
2	white	0	just a peek
2	white	0	aiming for the open spots
2	white	0	having no retort
2	white	0	valid reasoning
2	white	0	circular logic
2	white	0	lips
2	white	0	getting groped by a senator
2	white	0	thick pudding
2	white	0	a delicate balance
2	white	0	the underdog
2	white	0	a crazy cat lady
2	white	0	a plan gone horribly wrong
2	white	0	things falling into place
2	white	0	a widening gyre
2	white	0	a bitter rivalry
2	white	0	keepin' it tight
2	white	0	hate-fucking
2	white	0	bromance
2	white	0	exactly the right moment
2	white	0	moral anguish
2	white	0	existential ennui
2	white	0	a code to live by
2	white	0	a raisin or maybe rabbit poop
2	white	0	multiethnic genitalia
2	white	0	closing her legs
2	white	0	a human-sized harness
2	white	0	a wailing infant
2	white	0	wailing
2	white	0	whaling
2	white	0	mammaries
2	white	0	ghosts who don't know what they're doing
2	white	0	a snake pit
2	white	0	pity
2	white	0	turning around when you see your ex
2	white	0	talent and poise
2	white	0	feminine hygiene products
2	white	0	creatures
2	white	0	all sorts of shit
2	white	0	plenty of everything
2	white	0	a lack of ideas
2	white	0	an aptitude for climbing
2	white	0	a rogue space volcano
2	white	0	the longest, thinnest thing
2	white	0	a "magic wand"
2	white	0	a "magic" wand
2	white	0	one more
2	white	0	being unable to look yourself in the mirror
2	white	0	a small angry cloud
2	white	0	a hidden pancake
2	white	0	too much denim
2	white	0	ideological differences
2	white	0	a quality buttplug
2	white	0	a plug for the other hole
2	white	0	a leak
2	white	0	the ass end of nowhere
2	white	0	blue skies and sparkling water
2	white	0	BOOM BOOM BOOM BOOM
2	white	0	the final countdown
2	white	0	a flip
2	white	0	giving it a tweak
2	white	0	startling a tweaker
2	white	0	running around slamming doors
2	white	0	tumbling down a mountain
2	white	0	"forgetting" to knock
2	white	0	things money can't buy
2	white	0	a big, big, big girl
2	white	0	spiders
2	white	0	a dust cloud
2	white	0	sex smell
2	white	0	hands-free massage
2	white	0	a spooky mummy
2	white	0	curses
2	white	0	real, actual witchcraft
2	white	0	leaving no trace
2	white	0	smearing
2	white	0	hiding some pee
2	white	0	being attacked by a skeleton
2	white	0	a ghoulish feast
2	white	0	a fancy feast
2	white	0	membranes
2	white	0	ideas above your station
2	white	0	just rockin' that ass
2	white	0	staying alone because you want to
2	white	0	theatrics
2	white	0	being hit by space debris
2	white	0	the song of my people
2	white	0	having too many irons in the fire
2	white	0	pulling out just in time
2	white	0	my mom teaching sex ed
2	white	0	learning an important lesson
2	white	0	insipid fools
2	white	0	ground unicorn bone
2	white	0	grunting mermaids
2	white	0	a pig chute
2	white	0	forcing the leprechauns to breed
2	white	0	a cascade of problems
2	white	0	chunky nuggets
2	white	0	moisture
2	white	0	"Cajun style"
2	white	0	secretions
2	white	0	my secret place
2	white	0	a harbor for your unclean thoughts
2	white	0	the "swimsuit area"
2	white	0	inquisitive middle schoolers
2	white	0	a bump on a log
2	white	0	the gravy dimension
2	white	0	a skinless horror
2	white	0	a berserk horse
2	white	0	bat country
2	white	0	a caged madman
2	white	0	a little sumthin sumthin
2	white	0	a bereaved wife with nothing to lose
2	white	0	a yellow suit
2	white	0	bizarre funeral rites
2	white	0	a favorable outcome
2	white	0	embalming the family pet early
2	white	0	a stiff upper lip
2	white	0	placing yourself above others
2	white	0	going out on a limb
2	white	0	doing it RIGHT this time!
2	white	0	making sure no one sees
2	white	0	smacking your bitch in public
2	white	0	turning tricks on the street corner
2	white	0	pretending to forget
2	white	0	passive-aggressive tendencies
2	white	0	a withered serpent
2	white	0	godless heathens
2	white	0	arthouse films about transexuals
2	white	0	a dragon made of motorcycle
2	white	0	getting on top, and staying on top
2	white	0	being more trouble than you're worth
2	white	0	slow diarrhea
2	white	0	laughing along but crying inside
2	white	0	feigned sympathy
2	white	0	erotic pajamas
2	white	0	a well-rehearsed lie
2	white	0	crotchless panties
2	white	0	a healthy fantasy life
2	white	0	a jaundiced view of humanity
2	white	0	wanting to be noticed
2	white	0	a bag of chips
2	white	0	a perverted, unnatural cavern
2	white	0	a gaggle of nuns
2	white	0	giggling schoolgirls with cameras
2	white	0	scary men
2	white	0	big men
2	white	0	tiny men
2	white	0	half a man
2	white	0	the front half
2	white	0	drinking palm wine from your enemy's skull
2	white	0	wearing a noose to be edgy
2	white	0	a good soak
2	white	0	untameable wildlings
2	white	0	putting the "I" back in "team"
2	white	0	mistaking a man for a lady
2	white	0	white-knuckled terror
2	white	0	a sassy male news reporter
2	white	0	a pulpy mass
2	white	0	a frothy elixir
2	white	0	a foaming pipe snake
2	white	0	condom directions
2	white	0	cautionary tales
2	white	0	bodily functions gone awry
2	white	0	pirate booty
2	white	0	holding fast to your principles
2	white	0	disappointment
2	white	0	a sugar cougar
2	white	0	the last breath of a dying man
2	white	0	the killing of educated adults
2	white	0	dropping an upper-decker
2	white	0	a lie that corrupts the Earth
2	white	0	adults eating teenagers alive
2	white	0	bellybutton logic
2	white	0	no record of their death
2	white	0	a church full of liars
2	white	0	laughing and lying
2	white	0	a half-brain slave
2	white	0	the stillness of death
2	white	0	hatred for children
2	white	0	swindling queers
2	white	0	Mama Hole and Papa Pole
2	white	0	pulsating opposite sexes
2	white	0	fictitious queer same sex transformation
2	white	0	the absolute verifiable truth
2	white	0	a demonic religious lie
2	white	0	all creation
2	white	0	awesome lectures
2	white	0	a major problem
2	white	0	dying evil
2	white	0	organizing children to join armies
2	white	0	cute lil' child soldiers
2	white	0	serving humanity
2	white	0	the measure of a man
2	white	0	a man-machine interface
2	white	0	an ancient insignificant dead Jew
2	white	0	god in human form
2	white	0	not knowing or caring why
2	white	0	the aliens running government
2	white	0	the highest intelligence possible
2	white	0	death math
2	white	0	a deceitful word
2	white	0	exact science
2	white	0	knowing hell
2	white	0	snotbrains
2	white	0	reduced brain intelligence
2	white	0	suggesting a murder
2	white	0	man animals
2	white	0	a giant eraser
2	white	0	tight clothes
2	white	0	a giant brain with four faces but no limbs
2	white	0	an entity in death
2	white	0	bad math
2	white	0	reasonable stereotypes
2	white	0	pacifying all religions
2	white	0	teaching pseudoscience
2	white	0	accepting any crap without opposing thoughts
2	white	0	a submissive sex android
2	white	0	the big ol' boys
2	white	0	the whole sick crew
2	white	0	a grave error
2	white	0	a clever bastard
2	white	0	family life
2	white	0	dirt nap
2	white	0	allowing babies to starve while you gorge
2	white	0	succumbing to nature
2	white	0	having a zero-value existence
2	white	0	the child-parent relationship
2	white	0	secret Jews
2	white	0	evil thinking
2	white	0	false gods
2	white	0	a better god
2	white	0	deserving to be killed
2	white	0	a debased woman
2	white	0	a frantic woman
2	white	0	a strawberry-dumping hussy
2	white	0	a screaming dog
2	white	0	being maimed in foreign lands
2	white	0	innocent women and children
2	white	0	counting the dead sons
2	white	0	a cascade of molten lava upon the unsuspecting
2	white	0	seeking death
2	white	0	invoking a curse
2	white	0	a tribal village
2	white	0	something equivalent
2	white	0	compost
2	white	0	Mom and Dad
2	white	0	cow dung ambrosia
2	white	0	laying eggs everywhere
2	white	0	poisoning a child
2	white	0	hiding the elderly
2	white	0	a girl on roller skates
2	white	0	a nation of damsels
2	white	0	good people
2	white	0	tunneling around
2	white	0	a crap-shoot
2	white	0	blowing the lid off the present civilization
2	white	0	80,000 tons of nuclear waste
2	white	0	the price of HIV
2	white	0	exciting lifetime possibilities
2	white	0	a coming horrific hell
2	white	0	ravaging Earth's resources
2	white	0	being unfit to even live
2	white	0	a hollow shell
2	white	0	the hole where the heart once fit
2	white	0	a psychiatrist examining my behavior
2	white	0	not taking care of your body
2	white	0	leaving your friends to die
2	white	0	crotch rot
2	white	0	swamp ass
2	white	0	ball soup
2	white	0	puberty cream
2	white	0	anal cleansing tablets
2	white	0	baby Brussels sprouts and butter
2	white	0	my private supply
2	white	0	sneaking into the sultan's harem
2	white	0	harem pants
2	white	0	fly honeys
2	white	0	lumbering around
2	white	0	a bitter draught to swallow
2	white	0	not noticing
2	white	0	taking a fair amount
2	white	0	life-altering injuries
2	white	0	besting
2	white	0	a fatal bee sting on the anus
2	white	0	Saint Dracula's cathedral
2	white	0	tugging too hard
2	white	0	a pig on top
2	white	0	a pig in the middle
2	white	0	Cochise
2	white	0	a stain of unknown origin
2	white	0	gross people
2	white	0	a muffled yell
2	white	0	hiding with your warriors
2	white	0	deliberately standing in front of a cannon
2	white	0	springing into action
2	white	0	spongy flesh
2	white	0	Mexican forces
2	white	0	ailments
2	white	0	drawing your knife and slashing your way out of the tent
2	white	0	an Apache raiding party
2	white	0	a burned out wasteland
2	white	0	being shot at while fleeing
2	white	0	retaliatory skirmishes
