1	white	0	flying sex snakes
1	white	0	Michelle Obama's arms
1	white	0	German dungeon porn
1	white	0	white people
1	white	0	getting so angry that you pop a boner
1	white	0	tasteful sideboob
1	white	0	praying the gay away
1	white	0	two midgets shitting into a bucket
1	white	0	MechaHitler
1	white	0	being a motherfucking sorcerer
1	white	0	a disappointing birthday party
1	white	0	puppies!
1	white	0	a windmill full of corpses
1	white	0	guys who don't call
1	white	0	racially-biased SAT questions
1	white	0	dying
1	white	0	Steven Hawking talking dirty
1	white	0	being on fire
1	white	0	a lifetime of sadness
1	white	0	an erection that lasts longer than four hours
1	white	0	aids
1	white	0	same-sex ice dancing
1	white	0	the rapture
1	white	0	catching your scrotum on a curtain hook
1	white	0	pterodactyl eggs
1	white	0	crippling debt
1	white	0	eugenics
1	white	0	exchanging pleasantries
1	white	0	dying of dysentery
1	white	0	roofies
1	white	0	getting naked and watching Nickelodeon
1	white	0	the forbidden fruit
1	white	0	republicans
1	white	0	the big bang
1	white	0	anal beads
1	white	0	amputees
1	white	0	men
1	white	0	surprise sex!
1	white	0	Kim Jong-il
1	white	0	concealing a boner
1	white	0	agriculture
1	white	0	making a pouty face
1	white	0	a salty surprise
1	white	0	the Jews
1	white	0	charisma
1	white	0	YOU MUST CONSTRUCT ADDITIONAL PYLONS
1	white	0	panda sex
1	white	0	taking off your shirt
1	white	0	a drive-by shooting
1	white	0	Ronald Reagan
1	white	0	Morgan Freeman's voice
1	white	0	breaking out into song and dance
1	white	0	Jewish fraternities
1	white	0	dead babies
1	white	0	masturbation
1	white	0	hormone injections
1	white	0	all-you-can-eat shrimp for $4.99
1	white	0	incest
1	white	0	scalping
1	white	0	soup that is too hot
1	white	0	the Übermensch
1	white	0	Nazis
1	white	0	Tom Cruise
1	white	0	stifling a giggle at the mention of Hutus and Tutsis
1	white	0	edible underpants
1	white	0	The Hustle
1	white	0	a Super Soaker™ full of cat pee.
1	white	0	figgy pudding
1	white	0	object permanence
1	white	0	consultants
1	white	0	intelligent design
1	white	0	nocturnal emissions
1	white	0	uppercuts
1	white	0	being marginalized
1	white	0	the profoundly handicapped
1	white	0	obesity	
1	white	0	chutzpah
1	white	0	unfathomable stupidity
1	white	0	repression
1	white	0	attitude
1	white	0	passable transvestites
1	white	0	party poopers
1	white	0	the American dream
1	white	0	child beauty pageants
1	white	0	puberty
1	white	0	testicular torsion
1	white	0	the folly of man
1	white	0	Nickelback
1	white	0	swooping
1	white	0	goats eating cans
1	white	0	the KKK
1	white	0	kamikaze pilots
1	white	0	horrifying laser hair removal accidents
1	white	0	Adderall™
1	white	0	a look-see
1	white	0	doing the right thing
1	white	0	the taint; the grundle; the fleshy fun-bridge
1	white	0	the invisible hand
1	white	0	lactation
1	white	0	Pabst Blue Ribbon
1	white	0	powerful thighs
1	white	0	saxophone solos
1	white	0	the gays
